esco_id,esco_label,esco_description,group_code,group_label_en,division_code,division_label_en,section_code,section_label_en,pad_occupations,pad_activities,pad_skills,pad_quotes,occupationUri,occupationLabel,relationType,skillType,skillUri,skillLabel,occupation_uuid,skill_code,esco_num,relevant,top_five
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,knowledge,http://data.europa.eu/esco/skill/08371fe9-c658-4f6a-966f-71dbb0ab683d,accounting department processes,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,08371fe9-c658-4f6a-966f-71dbb0ab683d,001,True,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/089bab26-a854-40fb-8c04-5be4f693315a,integrate strategic foundation in daily performance,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,089bab26-a854-40fb-8c04-5be4f693315a,001,False,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/147170ba-0141-4337-89af-b4513d745afe,support development of annual budget,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,147170ba-0141-4337-89af-b4513d745afe,001,True,True
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,manage budgets,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,21c5790c-0930-4d74-b3b0-84caf5af12ea,001,True,True
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/2313b15d-a9a7-4830-9bcc-fd7df79d842b,enforce financial policies,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,2313b15d-a9a7-4830-9bcc-fd7df79d842b,001,True,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,analyse market financial trends,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,292549e6-08ec-456c-b008-eba7a0a68428,001,False,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,strive for company growth,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,2a2fa8e8-aaf3-4abf-a60b-af6415f1c6d4,001,False,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,skill/competence,http://data.europa.eu/esco/skill/2ada2f9d-77f7-4ba0-9096-89ae285a65c5,monitor financial accounts,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,2ada2f9d-77f7-4ba0-9096-89ae285a65c5,001,True,True
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,knowledge,http://data.europa.eu/esco/skill/39e43f7c-a95e-4583-be76-bb134ccce1ae,financial department processes,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,39e43f7c-a95e-4583-be76-bb134ccce1ae,001,True,False
04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,"Accounting managers assume responsibility for all accounting activities relating to financial reporting. They develop and maintain accounting principles and procedures to ensure timely and accurate financial statements, supervise accounting staff and manage the accounting activities within the appropriate time frame and budget.",692,"69.2 Accounting, bookkeeping and auditing activities; tax consultancy",69,69 Legal and accounting activities,N,"N PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES","""financial management specialist"", ""financial manager""","""Prepare and submit quarterly interim financial reports and manage disbursed project funds through designated accounts."", ""Manage segregated designated accounts and operational project accounts, and prepare interim financial reports and forecasts for project financial management.""","""project accounting"", ""financial reporting"", ""funds reconciliation"", ""bank account management"", ""project accounting"", ""financial reporting"", ""designated account management"", ""cash flow forecasting"", ""audit coordination""","ANNEX 2: COMESA Regional Energy Access Acceleration Platform (P180547): ""In addition, to manage the monitor the use of the disbursed funds, COMESA will prepare and submit quarterly, unaudited interim financial reports (IFRs) to the World Bank."", ANNEX 3: Rwanda (P180575): ""The project will maintain segregated Designated Accounts (Das) for EDCL and the BRD, which will be maintained at National Bank of Rwanda (BNR) and denominated in US dollars or other hard currency that would be agreed with the Ministry of Finance and Economic Planning (MINECOFIN).""",http://data.europa.eu/esco/occupation/04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,accounting manager,essential,knowledge,http://data.europa.eu/esco/skill/4a460161-eaea-4fe2-bd0e-164ccc635be1,financial statements,04f39bfa-bc03-4480-98bc-b18ce4fe4b4b,4a460161-eaea-4fe2-bd0e-164ccc635be1,001,True,True
